Close,0
229967.0,221405.0
215007.0,212030.0
196343.0,199609.0
207755.0,240500.0
267597.0,262366.0
304819.0,274800.0
263677.0,257038.0
261680.0,250516.0
252530.0,251498.0
224546.0,226190.0
249736.0,247596.0
295240.0,290436.0
243780.0,252310.0
266379.0,261494.0
252037.0,249123.0
273785.0,267708.0
238238.0,243294.0
237327.0,231861.0
241302.0,242508.0
211058.0,216698.0
253678.0,251519.0
239454.0,243986.0
249619.0,252013.0
244086.0,246524.0
248715.0,238000.0
229740.0,228592.0
244695.0,243112.0
254643.0,253201.0
248660.0,249504.0
245902.0,246506.0
236675.0,236627.0
228441.0,231103.0
250689.0,248651.0
241065.0,241003.0
248375.0,248533.0
219806.0,227850.0
254378.0,244487.0
238541.0,242962.0
233170.0,233624.0
241766.0,236987.0
233899.0,229523.0
242228.0,241627.0
221673.0,224178.0
233849.0,237526.0
214774.0,219323.0
230377.0,232008.0
233649.0,234006.0
231480.0,232498.0
234984.0,234501.0
228722.0,232496.0
234340.0,229510.0
229248.0,229500.0
227982.0,228502.0
222909.0,222059.0
215669.0,214616.0
217594.0,218998.0
209595.0,211573.0
215785.0,215500.0
225977.0,225611.0
213438.0,217016.0
217880.0,223966.0
248885.0,244373.0
230982.0,233008.0
222971.0,223638.0
232688.0,230503.0
235561.0,234027.0
223813.0,225045.0
223728.0,224513.0
235437.0,234570.0
236287.0,234010.0
227135.0,229509.0
231569.0,232000.0
227485.0,228017.0
228020.0,226511.0
222674.0,224509.0
226599.0,225002.0
214715.0,217080.0
221826.0,222000.0
217229.0,218018.0
224222.0,222507.0
212867.0,212579.0
206623.0,208074.0
228346.0,226226.0
228826.0,226548.0
224130.0,224001.0
224793.0,227007.0
234670.0,230007.0
225933.0,226001.0
230534.0,224989.0
238536.0,239746.0
222053.0,227043.0
220128.0,222597.0
236942.0,232015.0
219554.0,223026.0
229681.0,228001.0
229761.0,230505.0
223710.0,225027.0
218424.0,219079.0
217954.0,220994.0
245928.0,241861.0
238444.0,237017.0
240244.0,240530.0
238848.0,238000.0
238844.0,241500.0
241397.0,244500.0
238570.0,238537.0
246953.0,245012.0
235189.0,235558.0
232070.0,234519.0
240659.0,239504.0
237427.0,237501.0
235633.0,236004.0
244711.0,241521.0
232806.0,234521.0
232351.0,232025.0
232436.0,234494.0
250974.0,247652.0
243028.0,244003.0
242839.0,242500.0
241641.0,243499.0
236803.0,237543.0
